hhid,clust,rural,strata,survey,svyCode,wave
0001-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0002-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0003-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0003-010,1114002,urban,1,2012/13,tza-nps-2012,wave 3
0005-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0006-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0007-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0008-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0009-001,1114002,rural,1,2012/13,tza-nps-2012,wave 3
0010-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0011-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0011-004,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0012-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0013-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0014-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0014-007,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0015-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0016-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0017-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0018-001,1203003,rural,1,2012/13,tza-nps-2012,wave 3
0019-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0019-003,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0020-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0021-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0022-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0023-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0024-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0025-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0026-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0027-001,1217003,rural,1,2012/13,tza-nps-2012,wave 3
0028-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0029-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0030-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0031-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0032-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0033-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0034-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0034-003,1313004,urban,1,2012/13,tza-nps-2012,wave 3
0035-001,1313004,rural,1,2012/13,tza-nps-2012,wave 3
0036-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0037-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0038-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0038-002,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0039-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0039-004,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0040-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0041-002,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0041-006,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0042-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0043-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0043-002,1313301,urban,2,2012/13,tza-nps-2012,wave 3
0044-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0045-001,1313301,rural,2,2012/13,tza-nps-2012,wave 3
0046-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0046-002,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0047-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0048-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0048-002,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0049-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0051-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0051-002,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0051-003,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0052-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0053-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0054-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0055-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0056-001,1417304,rural,2,2012/13,tza-nps-2012,wave 3
0057-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0058-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0059-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0059-002,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0060-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0061-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0062-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0063-001,1431001,urban,1,2012/13,tza-nps-2012,wave 3
0064-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0065-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0066-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0067-001,1431001,rural,1,2012/13,tza-nps-2012,wave 3
0068-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0069-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0070-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0071-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0072-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0072-003,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0073-002,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0074-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0075-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0075-003,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0076-001,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0076-003,1438003,rural,1,2012/13,tza-nps-2012,wave 3
0077-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0078-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0079-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0080-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0081-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0082-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0083-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0084-001,1509003,rural,1,2012/13,tza-nps-2012,wave 3
0085-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0086-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0087-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0087-003,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0088-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0089-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0090-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0090-003,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0091-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0091-102,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0092-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0093-001,1510004,rural,1,2012/13,tza-nps-2012,wave 3
0094-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0095-002,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0095-004,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0096-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0097-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0097-002,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0098-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0099-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0099-003,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0099-008,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0100-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0101-001,1529002,rural,1,2012/13,tza-nps-2012,wave 3
0102-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0103-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0104-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0105-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0106-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0107-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0108-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0109-001,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0109-003,2110001,rural,9,2012/13,tza-nps-2012,wave 3
0110-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0111-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0112-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0113-002,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0113-003,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0113-004,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0114-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0115-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0116-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0117-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0118-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0119-001,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0120-002,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0120-003,2111001,rural,9,2012/13,tza-nps-2012,wave 3
0121-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0122-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0123-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0124-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0125-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0126-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0126-002,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0127-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0128-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0129-001,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0129-003,2211303,rural,10,2012/13,tza-nps-2012,wave 3
0131-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0132-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0133-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0133-003,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0134-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0135-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0136-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0137-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0138-001,2212001,rural,9,2012/13,tza-nps-2012,wave 3
0139-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0140-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0141-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0141-007,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0142-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0142-003,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0143-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0144-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0145-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0146-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0147-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0148-001,2224305,rural,10,2012/13,tza-nps-2012,wave 3
0149-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0150-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0151-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0152-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0154-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0154-003,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0155-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0156-001,2309002,rural,9,2012/13,tza-nps-2012,wave 3
0157-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0157-005,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0159-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0160-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0161-002,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0162-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0163-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0164-001,2310357,rural,10,2012/13,tza-nps-2012,wave 3
0165-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0166-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0167-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0167-002,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0168-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0168-004,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0169-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0170-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0171-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0172-001,2313019,rural,10,2012/13,tza-nps-2012,wave 3
0173-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0174-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0175-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0176-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0178-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0179-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0180-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0181-001,2314016,rural,10,2012/13,tza-nps-2012,wave 3
0182-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0182-002,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0183-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0184-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0184-004,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0185-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0185-002,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0186-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0187-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0187-003,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0187-004,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0187-005,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0187-006,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0188-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0189-001,2401001,rural,9,2012/13,tza-nps-2012,wave 3
0190-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0191-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0192-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0193-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0194-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0195-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0196-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0197-001,2401002,rural,9,2012/13,tza-nps-2012,wave 3
0198-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0199-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0200-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0201-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0202-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0203-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0204-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0205-001,2502007,rural,9,2012/13,tza-nps-2012,wave 3
0206-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0207-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0208-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0209-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0209-003,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0210-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0211-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0212-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0213-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0214-001,2510001,rural,9,2012/13,tza-nps-2012,wave 3
0215-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0215-003,3106003,urban,9,2012/13,tza-nps-2012,wave 3
0215-004,3106003,urban,9,2012/13,tza-nps-2012,wave 3
0216-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0217-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0217-004,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0218-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0219-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0220-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0221-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0222-001,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0222-003,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0222-004,3106003,rural,9,2012/13,tza-nps-2012,wave 3
0223-002,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0224-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0225-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0226-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0226-003,3112002,urban,9,2012/13,tza-nps-2012,wave 3
0227-001,3112002,urban,9,2012/13,tza-nps-2012,wave 3
0228-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0228-003,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0229-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0230-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0231-001,3112002,rural,9,2012/13,tza-nps-2012,wave 3
0232-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0233-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0234-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0235-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0236-002,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0237-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0238-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0239-001,3114002,rural,9,2012/13,tza-nps-2012,wave 3
0240-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0241-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0241-004,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0242-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0243-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0243-003,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0244-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0245-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0246-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0246-004,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0247-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0248-001,3204003,rural,9,2012/13,tza-nps-2012,wave 3
0250-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0251-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0253-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0254-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0255-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0256-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0257-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0258-001,3207301,rural,10,2012/13,tza-nps-2012,wave 3
0259-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0260-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0260-002,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0261-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0262-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0263-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0264-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0264-003,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0265-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0266-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0267-001,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0267-005,3314001,rural,9,2012/13,tza-nps-2012,wave 3
0268-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0269-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0270-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0270-008,3323303,urban,10,2012/13,tza-nps-2012,wave 3
0270-009,3323303,urban,10,2012/13,tza-nps-2012,wave 3
0270-011,3323303,urban,10,2012/13,tza-nps-2012,wave 3
0271-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0272-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0273-003,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0274-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0275-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0275-004,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0276-001,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0276-005,3323303,rural,10,2012/13,tza-nps-2012,wave 3
0277-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0278-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0278-002,3402001,urban,9,2012/13,tza-nps-2012,wave 3
0279-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0280-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0281-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0282-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0283-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0283-003,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0284-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0284-002,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0285-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0286-001,3402001,rural,9,2012/13,tza-nps-2012,wave 3
0287-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0288-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0289-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0290-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0291-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0292-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0293-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0294-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0295-001,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0295-002,3414003,rural,9,2012/13,tza-nps-2012,wave 3
0296-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0297-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0298-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0299-001,3431003,urban,9,2012/13,tza-nps-2012,wave 3
0300-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0301-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0302-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0303-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0304-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0305-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0306-001,3431003,rural,9,2012/13,tza-nps-2012,wave 3
0307-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0308-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0308-002,3504002,urban,9,2012/13,tza-nps-2012,wave 3
0309-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0310-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0311-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0312-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0313-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0313-003,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0313-004,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0314-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0315-001,3504002,rural,9,2012/13,tza-nps-2012,wave 3
0316-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0317-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0318-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0319-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0320-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0321-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0322-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0323-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0324-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0325-001,3510004,rural,9,2012/13,tza-nps-2012,wave 3
0326-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0327-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0328-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0329-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0330-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0331-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0332-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0332-005,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0334-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0335-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0336-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0338-001,3513005,rural,10,2012/13,tza-nps-2012,wave 3
0339-002,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0339-007,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0339-010,4115002,urban,9,2012/13,tza-nps-2012,wave 3
0340-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0341-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0342-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0343-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0344-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0344-003,4115002,urban,9,2012/13,tza-nps-2012,wave 3
0344-008,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0345-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0346-001,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0346-003,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0346-004,4115002,rural,9,2012/13,tza-nps-2012,wave 3
0347-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0348-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0349-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0350-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0350-003,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0351-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0352-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0352-010,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0353-001,4127004,rural,9,2012/13,tza-nps-2012,wave 3
0353-003,4127004,rural,9,2012/13,tza-nps-2012,wave 3
