hhid,clust,rural,strata,survey,svyCode,wave
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60202E+13,16221001,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16227002,rural,13,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.60203E+13,16230013,urban,14,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.603E+13,16303002,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16308306,urban,14,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.60301E+13,16311001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.70101E+13,17113001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.702E+13,17201001,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.70201E+13,17211004,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.703E+13,17302007,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.70301E+13,17308003,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17401312,urban,14,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.704E+13,17402007,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17421001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70402E+13,17423001,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.70501E+13,17506011,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.706E+13,17604003,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70602E+13,17615002,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17712001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70701E+13,17713001,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17808305,urban,14,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70801E+13,17810002,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.70802E+13,17817001,rural,13,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80101E+13,18109001,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80102E+13,18118003,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.80103E+13,18127001,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.802E+13,18203003,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80201E+13,18214005,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80203E+13,18231002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18305002,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80301E+13,18313006,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80303E+13,18331002,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80401E+13,18414007,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18505005,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18507004,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80501E+13,18514003,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18608011,urban,8,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.80601E+13,18611001,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.90101E+13,19111005,rural,7,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.902E+13,19201306,urban,8,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90201E+13,19208001,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19225003,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19226005,rural,7,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.90203E+13,19227012,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.903E+13,19302076,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90301E+13,19307058,urban,8,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90402E+13,19420004,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.90502E+13,19517001,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.906E+13,19604003,rural,7,2008/09,tza-nps-2008,wave 1
1.90602E+13,19621004,rural,7,2008/09,tza-nps-2008,wave 1
