X,Y,y3_hhid,lat_mod,lon_mod,DN,Label,Description 
34.33124,-8.63875,2218-001,-8.63875,34.33124,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2237-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2238-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2239-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2240-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2240-007,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2241-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2243-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2244-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2245-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.42704,-4.22923,2248-001,-4.22923,34.42704,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2249-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
33.62112,-4.43288,2249-004,-4.43288,33.62112,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2250-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.262,-4.5214,2250-002,-4.5214,34.262,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2251-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2251-006,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2252-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2253-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2254-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2255-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.27271,-4.40128,2257-001,-4.40128,34.27271,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2275-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2275-004,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2276-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2277-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2278-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2280-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2280-002,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2281-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.07079,-5.94464,2281-011,-5.94464,34.07079,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2282-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
34.06207,-5.95234,2283-001,-5.95234,34.06207,102,lo-lo,"Low agricultural potential, Low market access"
33.79989,-4.17048,2293-001,-4.17048,33.79989,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2293-003,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.4622,-5.08297,2293-004,-5.08297,34.4622,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2294-001,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2294-004,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2295-001,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2296-001,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2297-001,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2298-001,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2300-002,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2300-005,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
34.70409,-4.92398,2300-006,-4.92398,34.70409,102,lo-lo,"Low agricultural potential, Low market access"
33.49934,-4.5814,2304-004,-4.5814,33.49934,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2332-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2333-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2335-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2335-003,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2337-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2338-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2339-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2339-012,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2340-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2340-009,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2340-013,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
33.80453,-4.20855,2341-001,-4.20855,33.80453,102,lo-lo,"Low agricultural potential, Low market access"
32.66603,-4.16747,2341-005,-4.16747,32.66603,102,lo-lo,"Low agricultural potential, Low market access"
33.6694,-4.54702,2348-010,-4.54702,33.6694,102,lo-lo,"Low agricultural potential, Low market access"
33.69019,-5.15862,2351-002,-5.15862,33.69019,102,lo-lo,"Low agricultural potential, Low market access"
30.7381,-6.37461,2354-004,-6.37461,30.7381,102,lo-lo,"Low agricultural potential, Low market access"
33.64101,-5.01944,2363-001,-5.01944,33.64101,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2365-001,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2366-001,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
30.63677,-5.11163,2366-004,-5.11163,30.63677,102,lo-lo,"Low agricultural potential, Low market access"
33.45387,-4.28968,2366-006,-4.28968,33.45387,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2367-001,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2369-002,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2370-001,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
33.90113,-5.32581,2371-011,-5.32581,33.90113,102,lo-lo,"Low agricultural potential, Low market access"
33.5119,-4.96519,2372-002,-4.96519,33.5119,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2373-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54291,-4.23962,2373-006,-4.23962,32.54291,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2374-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2375-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2375-004,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2375-009,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2378-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.43921,-4.21651,2378-005,-4.21651,32.43921,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2379-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2380-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2382-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2383-002,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2384-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2384-003,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.54366,-4.25815,2385-001,-4.25815,32.54366,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2396-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2397-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2399-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2402-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2403-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2403-005,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2404-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2405-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2406-001,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2406-004,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.90013,-5.62882,2406-006,-5.62882,32.90013,102,lo-lo,"Low agricultural potential, Low market access"
32.88438,-5.66119,2406-033,-5.66119,32.88438,102,lo-lo,"Low agricultural potential, Low market access"
33.68323,-5.30534,2419-014,-5.30534,33.68323,102,lo-lo,"Low agricultural potential, Low market access"
32.8932,-5.4689,2423-018,-5.4689,32.8932,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2452-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2453-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2454-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2455-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.33989,-5.60504,2455-004,-5.60504,30.33989,102,lo-lo,"Low agricultural potential, Low market access"
30.49064,-5.62293,2456-001,-5.62293,30.49064,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2457-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2459-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
30.34239,-5.53772,2460-001,-5.53772,30.34239,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2484-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.35795,-7.33121,2485-003,-7.33121,31.35795,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2486-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2487-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2488-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2489-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2489-003,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.55392,-7.68145,2490-001,-7.68145,31.55392,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2491-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2492-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.57944,-7.65728,2493-001,-7.65728,31.57944,102,lo-lo,"Low agricultural potential, Low market access"
31.19751,-7.24094,2510-005,-7.24094,31.19751,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2513-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2514-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2515-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2516-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2517-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2518-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
30.97249,-7.66358,2519-001,-7.66358,30.97249,102,lo-lo,"Low agricultural potential, Low market access"
31.01597,-7.64023,2520-001,-7.64023,31.01597,102,lo-lo,"Low agricultural potential, Low market access"
30.94661,-2.89798,2546-001,-2.89798,30.94661,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2669-002,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2671-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2671-005,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2672-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2673-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2674-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2674-003,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2675-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2676-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2677-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2677-004,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2677-008,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2677-010,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2678-001,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
29.79322,-6.01595,2679-003,-6.01595,29.79322,102,lo-lo,"Low agricultural potential, Low market access"
36.61616,-8.30457,2701-002,-8.30457,36.61616,102,lo-lo,"Low agricultural potential, Low market access"
36.70633,-8.37401,2701-104,-8.37401,36.70633,102,lo-lo,"Low agricultural potential, Low market access"
32.15467,-3.80074,2711-001,-3.80074,32.15467,102,lo-lo,"Low agricultural potential, Low market access"
31.31525,-5.01029,2712-001,-5.01029,31.31525,102,lo-lo,"Low agricultural potential, Low market access"
34.6431,-4.03971,2731-010,-4.03971,34.6431,102,lo-lo,"Low agricultural potential, Low market access"
32.74214,-3.45382,2734-001,-3.45382,32.74214,102,lo-lo,"Low agricultural potential, Low market access"
32.90252,-3.07395,2734-003,-3.07395,32.90252,102,lo-lo,"Low agricultural potential, Low market access"
32.21539,-3.14951,2748-006,-3.14951,32.21539,102,lo-lo,"Low agricultural potential, Low market access"
32.30627,-3.35675,2754-002,-3.35675,32.30627,102,lo-lo,"Low agricultural potential, Low market access"
32.56623,-3.44095,2755-002,-3.44095,32.56623,102,lo-lo,"Low agricultural potential, Low market access"
32.38214,-3.20114,2756-004,-3.20114,32.38214,102,lo-lo,"Low agricultural potential, Low market access"
32.07387,-4.15694,2760-003,-4.15694,32.07387,102,lo-lo,"Low agricultural potential, Low market access"
32.41542,-3.9821,2763-001,-3.9821,32.41542,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2770-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2770-004,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2770-005,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2771-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.86712,-3.01862,2771-003,-3.01862,32.86712,102,lo-lo,"Low agricultural potential, Low market access"
32.04657,-3.92651,2771-006,-3.92651,32.04657,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2773-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
31.99293,-3.98688,2774-001,-3.98688,31.99293,102,lo-lo,"Low agricultural potential, Low market access"
32.11452,-3.92261,2775-001,-3.92261,32.11452,102,lo-lo,"Low agricultural potential, Low market access"
32.10893,-3.9359,2775-002,-3.9359,32.10893,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2776-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2777-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2778-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2780-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.03931,-4.05729,2780-003,-4.05729,32.03931,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2781-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.18403,-3.82098,2782-001,-3.82098,32.18403,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2783-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
32.15614,-3.7766,2784-001,-3.7766,32.15614,102,lo-lo,"Low agricultural potential, Low market access"
31.45589,-3.41452,2792-106,-3.41452,31.45589,102,lo-lo,"Low agricultural potential, Low market access"
31.49473,-3.39692,2793-002,-3.39692,31.49473,102,lo-lo,"Low agricultural potential, Low market access"
34.71007,-6.12449,2801-001,-6.12449,34.71007,102,lo-lo,"Low agricultural potential, Low market access"
34.54844,-3.47439,2802-001,-3.47439,34.54844,102,lo-lo,"Low agricultural potential, Low market access"
34.56334,-3.4645,2802-002,-3.4645,34.56334,102,lo-lo,"Low agricultural potential, Low market access"
34.63823,-6.09119,2819-001,-6.09119,34.63823,102,lo-lo,"Low agricultural potential, Low market access"
32.91812,-3.06954,2842-002,-3.06954,32.91812,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2879-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2879-003,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2881-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2882-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2883-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2884-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2885-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2885-002,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2885-005,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2886-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
31.07673,-1.49855,2887-001,-1.49855,31.07673,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2889-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2889-003,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2890-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2891-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2892-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.95813,-1.38317,2893-001,-1.38317,30.95813,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2894-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2895-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2895-003,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.91063,-1.77441,2895-004,-1.77441,30.91063,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2895-005,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2896-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.94354,-1.81423,2897-001,-1.81423,30.94354,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2898-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2899-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2900-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2901-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2902-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2903-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2904-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2905-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
30.69701,-1.05878,2906-001,-1.05878,30.69701,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2907-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2909-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
30.89106,-1.42892,2910-001,-1.42892,30.89106,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2911-002,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2912-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2913-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2914-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2914-003,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.4073,-1.07931,2914-004,-1.07931,31.4073,102,lo-lo,"Low agricultural potential, Low market access"
30.44719,-2.63583,2914-005,-2.63583,30.44719,102,lo-lo,"Low agricultural potential, Low market access"
31.57557,-1.29808,2914-011,-1.29808,31.57557,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2915-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.46395,-1.21301,2916-001,-1.21301,31.46395,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2917-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2918-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2919-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2920-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2920-003,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2921-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2922-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2923-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2926-001,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2926-005,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.42956,-1.20763,2927-001,-1.20763,31.42956,102,lo-lo,"Low agricultural potential, Low market access"
31.6655,-1.21342,2927-002,-1.21342,31.6655,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2928-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2928-003,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2930-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2930-003,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2931-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2932-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2934-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2935-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.68468,-1.3385,2936-001,-1.3385,31.68468,102,lo-lo,"Low agricultural potential, Low market access"
31.74101,-1.48063,2942-005,-1.48063,31.74101,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2949-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2950-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2951-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2952-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2953-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2954-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2955-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2956-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.4551,-2.05796,2957-001,-2.05796,31.4551,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2959-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2960-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2961-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2963-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2964-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2965-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
30.61164,-2.52856,2965-002,-2.52856,30.61164,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2966-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2967-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2968-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
31.67204,-1.57091,2969-001,-1.57091,31.67204,102,lo-lo,"Low agricultural potential, Low market access"
